image_name,sku_id,label,sku_name
000001/1 (112)_001_001.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_002.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_003.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_004.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_005.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_006.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_007.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_008.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_009.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000001/1 (112)_001_010.jpg,000001,1 (112)_001,半球多功能电热锅BQ-30L2
000002/1 (113)_008_001.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_002.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_003.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_004.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_005.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_006.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_007.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_008.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_009.jpg,000002,1 (113)_008,澳柯玛电热杯
000002/1 (113)_008_010.jpg,000002,1 (113)_008,澳柯玛电热杯
000003/1 (135)_003_001.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_002.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_003.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_004.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_005.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_006.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_007.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_008.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_009.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_003_010.jpg,000003,1 (135)_003,宜婴云柔丝滑
000003/1 (135)_004_001.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_002.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_003.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_004.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_005.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_006.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_007.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_008.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_009.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_004_010.jpg,000003,1 (135)_004,宜婴云柔丝滑
000003/1 (135)_014_001.jpg,000003,1 (135)_014,宜婴云柔丝滑
000003/1 (135)_014_002.jpg,000003,1 (135)_014,宜婴云柔丝滑
000003/1 (135)_014_003.jpg,000003,1 (135)_014,宜婴云柔丝滑
000003/1 (135)_014_004.jpg,000003,1 (135)_014,宜婴云柔丝滑
000003/1 (135)_014_005.jpg,000003,1 (135)_014,宜婴云柔丝滑
000003/1 (135)_014_006.jpg,000003,1 (135)_014,宜婴云柔丝滑
